filename,file prefix,sort order,Title#1,Author#1,Note#1,Description#1,Container#1,Container#2,Collection title#1,Collection dates#1,Collection number#1,Abstract#1,Collector#1,Biography#1,Subject#1,Collection size#1,Repository#1,Access restrictions#1,Copy restrictions#1,Preferred citation#1,ln_RECORDID,ln_MEDIAID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
hol_danar3.tif,hol_danar,3,"Dana, Richard H., Jr. ALS, 3 pages, October 4, 1875.","Dana, Richard H",page 3,"Dana declines a request to write an article on Henry Adams, because of pressure of his law work, at the same time writing a full accolade of Adams. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 17,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430680,125812,,dr-3.jpg
hol_davisr1.tif,hol_davisr,1,"Davis, Rebecca Harding. ALS, 2 1/2 pages, [March 23].","Davis, Rebecca Harding",page 1,"Upon learning that Holland is to lecture in Philadelphia, Davis writes inviting him to stay with them.",Box 1 Folder 18,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429422,125805,,davisr01.jpg
hol_davisr2.tif,hol_davisr,2,"Davis, Rebecca Harding. ALS, 2 1/2 pages, [March 23].","Davis, Rebecca Harding",page 2,"Upon learning that Holland is to lecture in Philadelphia, Davis writes inviting him to stay with them.",Box 1 Folder 18,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430685,125806,,davisr02.jpg
hol_davisr3.tif,hol_davisr,3,"Davis, Rebecca Harding. ALS, 2 1/2 pages, [March 23].","Davis, Rebecca Harding",page 3,"Upon learning that Holland is to lecture in Philadelphia, Davis writes inviting him to stay with them.",Box 1 Folder 18,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430690,125807,,davisr03.jpg
hol_dickinsone1.tif,hol_dickinsone,1,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily",page 1,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429428,125479,,hol_dickinson1.jpg
hol_dickinsone2.tif,hol_dickinsone,2,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily",page 2,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430695,125480,,hol_dickinson2.jpg
hol_dickinsone3.tif,hol_dickinsone,3,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily",page 3,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430700,125481,,hol_dickinson3.jpg
hol_dickinsone4.tif,hol_dickinsone,4,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily",page 4,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430705,125482,,hol_dickinson4.jpg
hol_dickinsone5.tif,hol_dickinsone,5,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily",page 5,"Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430710,125483,,hol_dickinson5.jpg
hol_dickinsone6.tif,hol_dickinsone,6,"Dickinson, Emily. ALS, 5 pages incorporating a 12-line poem, [1850s].","Dickinson, Emily","page 5, verso","Dickinson writes, in her handwriting of the 1850's letter to her dear friends the Hollands similar to others of the 1850's already published. She thanks them for their kindness to her sister and writes a 12-line poem written as though prose. Graphology analysis by Mrs. Mary DeLapp available.",Box 1 Folder 19,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430715,125484,,hol_dickinson6.jpg
hol_dixj1.tif,hol_dixj,1,"Dix, John A. ALS, 1 page, Feb. 1, 1875.","Dix, John A",,"Dix, Governor of New York, agrees to see Holland on a matter he has proposed.",Box 1 Folder 20,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429434,125485,,hol_dixj1.jpg
hol_duffields2.tif,hol_duffields,1,"Duffield, Samuel W. ALS, 5 pages, October 16, 1872.","Duffield, Samuel W",page 1,"Duffield declines Holland's invitation to the reception for George MacDonald and asks Holland to urge MacDonald to preach in Duffield's church in December ""for the sake of his great influence on young men.""",Box 1 Folder 21,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430735,125487,,hol_duffields_B1.jpg
hol_duffields3.tif,hol_duffields,2,"Duffield, Samuel W. ALS, 5 pages, October 16, 1872.","Duffield, Samuel W",page 2,"Duffield declines Holland's invitation to the reception for George MacDonald and asks Holland to urge MacDonald to preach in Duffield's church in December ""for the sake of his great influence on young men.""",Box 1 Folder 21,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430720,125488,,hol_duffields_B2.jpg
hol_duffields4.tif,hol_duffields,3,"Duffield, Samuel W. ALS, 5 pages, October 16, 1872.","Duffield, Samuel W",page 3,"Duffield declines Holland's invitation to the reception for George MacDonald and asks Holland to urge MacDonald to preach in Duffield's church in December ""for the sake of his great influence on young men.""",Box 1 Folder 21,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430725,125489,,hol_duffields_B3.jpg
hol_duffields5.tif,hol_duffields,4,"Duffield, Samuel W. ALS, 5 pages, October 16, 1872.","Duffield, Samuel W",page 4,"Duffield declines Holland's invitation to the reception for George MacDonald and asks Holland to urge MacDonald to preach in Duffield's church in December ""for the sake of his great influence on young men.""",Box 1 Folder 21,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430730,125490,,hol_duffields_B4.jpg
hol_duffields_B1.tif,hol_duffields,5,"Duffield, Samuel W. ALS, 5 pages, October 16, 1872.","Duffield, Samuel W",page 5,"Duffield declines Holland's invitation to the reception for George MacDonald and asks Holland to urge MacDonald to preach in Duffield's church in December ""for the sake of his great influence on young men.""",Box 1 Folder 21,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429440,125486,,hol_duffields_A1.jpg
hol_eastlakec1.tif,hol_eastlakec,1,"Eastlake, Charles to Roswell Smith, ALS, 3 pages, February 2, 1878.","Eastlake, Charles",page 1,Eastlake sends an ms to Roswell Smith and offers additional articles.,Box 1 Folder 22,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429446,125491,,hol_eastlakec1.jpg
hol_eastlakec2.tif,hol_eastlakec,2,"Eastlake, Charles to Roswell Smith, ALS, 3 pages, February 2, 1878.","Eastlake, Charles",page 2,Eastlake sends an ms to Roswell Smith and offers additional articles.,Box 1 Folder 22,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430746,125492,,hol_eastlakec2.jpg
hol_eastlakec3.tif,hol_eastlakec,3,"Eastlake, Charles to Roswell Smith, ALS, 3 pages, February 2, 1878.","Eastlake, Charles",page 3,Eastlake sends an ms to Roswell Smith and offers additional articles.,Box 1 Folder 22,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",430751,125493,,hol_eastlakec3.jpg
hol_fieldc1.tif,hol_fieldc,1,"Field, Cyrus W. ALS, 1 page, Jan. 4, 1879.","Field, Cyrus W",page 1,Field acknowledges a request from Holland and reports action on it.,Box 1 Folder 23,,Holland Collection of Literary Letters (MS 168),1850-1880,MS 168,"Letters written to Josiah Gilbert Holland (and a few to his staff) - written during the term of his editorship of Scribner's Monthly, of which he was co-founder, from 1870-1881, unless noted otherwise on the comment sheets.","Holland, J. G. (Josiah Gilbert), 1819-1881","Josiah Gilbert Holland (1819-1881) was a doctor turned popular 19th century novelist, poet, and lecturer. He served as editor for the ""Springfield Republican"" from 1849-1866. In 1870, he founded ""Scribner's Monthly,"" the most prominent literary magazine at the time, with his friend, Roswell Smith. Some of Dr. Holland's works include ""Kathrina,"" ""Bittersweet,"" and ""The Life of Abraham Lincoln."" He died on October 12, 1881 in New York.","Holland, J. G. (Josiah Gilbert), 1819-1881",1 box (1 linear foot),University of Colorado at Boulder Libraries. Special Collections Dept.,The collection is open for research. File 1 contains collection information that is closed to the public.,Limited duplication of materials allowed for research purposes. User is responsible for all copyright compliance.,"Holland Collection of Literary Letters (MS 168), University of Colorado at Boulder Libraries. Special Collections Dept.",429452,125494,,hol_fieldc1.jpg
